alg1,alg2,W,p,p_holm,reject_0.05
NLSHADE-RSP,SciPyDE,0.0,1.647864634710871e-06,9.557614881323052e-05,True
LBFGSB,LSHADE,0.0,1.6374363013972621e-06,9.660874178243846e-05,True
GA,NLSHADE-RSP,0.0,1.631205817014403e-06,9.787234902086417e-05,True
LBFGSB,Spiral-LSHADE,0.0,1.6291333971178228e-06,9.93771372241872e-05,True
JADE,LBFGSB,0.0,1.6054583080241856e-06,9.953841509749951e-05,True
GWO,NLSHADE-RSP,0.0,1.5911887177012708e-06,0.00010024488921518006,True
LBFGSB,jSO,0.0,1.5780334863137024e-06,0.00010099414312407695,True
NLSHADE-RSP,PSO,0.0,1.56196739829588e-06,0.0001015278808892322,True
LBFGSB,NLSHADE-RSP,0.0,1.5529904998188716e-06,0.00010249737298804552,True
SciPyDE,jSO,5.0,2.617988447377294e-06,0.00014922534150050578,True
SciPyDE,Spiral-LSHADE,8.5,3.868755902402508e-06,0.00021665033053454045,True
NLSHADE-RSP,SSA,9.5,4.202296227935237e-06,0.00023112629253643806,True
LBFGSB,PSO,11.0,4.453516028066941e-06,0.0002404898655156148,True
GWO,jSO,10.5,4.647104842286385e-06,0.00024629655664117837,True
CMAES,LBFGSB,11.5,5.2293495386857765e-06,0.00027192617601166035,True
LBFGSB,SSA,24.5,1.1168971274054922e-05,0.000569617534976801,True
GA,jSO,21.0,1.2517399304441433e-05,0.0006258699652220717,True
LSHADE,SciPyDE,22.0,1.4415112311694472e-05,0.0007063405032730291,True
JADE,PSO,23.0,1.4992480170578993e-05,0.0007196390481877916,True
SSA,jSO,23.0,1.5787175029660792e-05,0.0007419972263940572,True
GWO,LBFGSB,24.0,1.631867099301441e-05,0.0007506588656786629,True
PSO,jSO,24.5,1.7330228250631105e-05,0.0007798602712783998,True
GWO,JADE,26.0,2.0308649155975776e-05,0.0008935805628629342,True
PSO,Spiral-LSHADE,27.0,2.173664011534356e-05,0.0009346755249597731,True
GWO,Spiral-LSHADE,30.5,3.03497457991724e-05,0.0012746893235652409,True
SSA,Spiral-LSHADE,31.5,3.427782857016189e-05,0.0014053909713766374,True
GWO,LSHADE,32.0,3.6006533729994785e-05,0.0014402613491997915,True
JADE,SciPyDE,33.5,3.889818292401567e-05,0.0014781309511125954,True
GA,JADE,33.5,3.799861780265219e-05,0.0014819460943034353,True
CMAES,Spiral-LSHADE,37.0,5.3658425528739144e-05,0.001985361744563348,True
LSHADE,PSO,38.0,6.069401839760775e-05,0.002124290643916271,True
LBFGSB,SciPyDE,38.5,5.9944368134456655e-05,0.0021579972528404396,True
GA,Spiral-LSHADE,39.0,6.539418780533543e-05,0.0022234023853814045,True
GA,LSHADE,41.5,8.348325359547033e-05,0.0026714641150550507,True
GA,LBFGSB,42.0,8.248894295037388e-05,0.0027221351173623383,True
LSHADE,SSA,45.5,0.00011609126369686318,0.003598829174602759,True
CMAES,jSO,48.5,0.00014847111061974983,0.004454133318592495,True
CMAES,NLSHADE-RSP,49.0,0.0001554490360297286,0.004508022044862129,True
JADE,NLSHADE-RSP,66.0,0.0005656212915019822,0.0158373961620555,True
JADE,SSA,74.5,0.001092852286738445,0.02950701174193801,True
CMAES,LSHADE,79.0,0.001554693289671619,0.04042202553146209,True
JADE,jSO,89.5,0.0029439977647403347,0.07359994411850837,False
CMAES,SciPyDE,97.0,0.005194698939469033,0.1246727745472568,False
CMAES,JADE,111.5,0.012507206031572805,0.2876657387261745,False
CMAES,SSA,116.5,0.01682333931992872,0.3701134650384318,False
JADE,Spiral-LSHADE,118.5,0.018141075804094114,0.38096259188597636,False
CMAES,PSO,129.0,0.032387173625559526,0.6477434725111906,False
CMAES,GWO,131.0,0.035275492866799346,0.6702343644691876,False
SSA,SciPyDE,214.5,0.7097708593953809,0.7097708593953809,False
CMAES,GA,133.0,0.0401395485852173,0.7225118745339114,False
JADE,LSHADE,126.5,0.046408402211153416,0.788942837589608,False
GWO,SSA,142.0,0.061572751010746225,0.9851640161719396,False
PSO,SciPyDE,160.0,0.13235620890704725,1.0,False
PSO,SSA,149.5,0.08583531859046345,1.0,False
GWO,SciPyDE,196.5,0.45647365287571984,1.0,False
GWO,PSO,209.5,0.6322907242188358,1.0,False
LSHADE,NLSHADE-RSP,149.5,0.13953652779415723,1.0,False
GA,PSO,180.0,0.2716325595968032,1.0,False
LSHADE,Spiral-LSHADE,200.0,0.5010695028041227,1.0,False
LSHADE,jSO,157.5,0.1194062606914633,1.0,False
GA,SSA,150.5,0.0895075742494501,1.0,False
GA,SciPyDE,189.0,0.36748004593146955,1.0,False
NLSHADE-RSP,jSO,206.5,0.5900382817478442,1.0,False
NLSHADE-RSP,Spiral-LSHADE,183.5,0.30883785500543515,1.0,False
GA,GWO,200.5,0.5042671772204343,1.0,False
Spiral-LSHADE,jSO,199.0,0.4865034004658976,1.0,False
